car_entry_id,year,make,model,trim,miles,offer
1726,2020,Honda,Civic,EX-L Hatchback,39995,26589
1727,2022,Honda,Civic,Sport,16100,26777
1728,2017,Honda,Civic,Sport Touring Hatchback,43168,25589
1729,2022,Honda,Civic,Touring,33328,29999
1730,2009,Honda,Civic,LX,123841,10995
1731,2013,Honda,Civic,,106000,14688
1732,2022,Honda,Civic,Sport,13507,28998
1733,2020,Honda,Civic,LX,23141,22590
1734,2020,Honda,Civic,LX,23141,22590
1735,2022,Honda,Civic,Sport,15587,27590
1736,2022,Honda,Civic,Sport Touring Hatchback,10853,31998
1737,2012,Honda,Civic,LX,31219,17590
1738,2019,Honda,Civic,LX,21397,23998
1739,2021,Honda,Civic,EX Hatchback,15555,27998
1740,2018,Honda,Civic,LX,86075,17395
1741,2017,Honda,Civic,EX Hatchback,122551,17876
1742,2018,Honda,Civic,LX,26241,20998
1743,2020,Honda,Civic,EX Hatchback,18819,25998
1744,2021,Honda,Civic,Sport,20401,25590
1745,2018,Honda,Civic,LX,125329,15409
1746,2017,Honda,Civic,LX,27345,20990
1747,2019,Honda,Civic,Touring,18889,26514
1748,2018,Honda,Civic,EX-L,20947,24998
1749,2020,Honda,Civic,Sport,20815,24998
1750,2020,Honda,Civic,LX,22564,23998
1751,2018,Honda,Civic,Sport Hatchback,77107,20959
1752,2009,Honda,Civic,EX-L Coupe,91043,14995
1753,2022,Honda,Civic,Touring,15734,29987
1754,2008,Honda,Civic,Hybrid,194440,5949
1755,2018,Honda,Civic,Type R Touring Hatchback,46825,37998
1756,2020,Honda,Civic,Sport,21966,24998
1757,2019,Honda,Civic,LX,25100,22998
1758,2012,Honda,Civic,LX,85679,14590
1759,2008,Honda,Civic,EX-L Coupe,121188,10995
1760,2020,Honda,Civic,LX,26542,21998
1761,2015,Honda,Civic,LX Coupe,75377,16995
1762,2019,Honda,Civic,Type R Hatchback,51082,38590
1763,2014,Honda,Civic,EX,32873,18990
1764,2021,Honda,Civic,Sport Touring Hatchback,16385,30938
1765,2019,Honda,Civic,Type R Hatchback,12860,41998
1766,2016,Honda,Civic,EX-T,26727,21998
1767,2021,Honda,Civic,Sport Hatchback,20166,26998
1768,2020,Honda,Civic,Sport,23729,23998
1769,2020,Honda,Civic,Sport,20198,26998
1770,2022,Honda,Civic,Touring,27414,28740
1771,2019,Honda,Civic,Sport Coupe,24527,23998
1772,2015,Honda,Civic,LX,37344,19590
1773,2022,Honda,Civic,Si,15331,33998
1774,2022,Honda,Civic,Touring,17725,30186
1775,2020,Honda,Civic,Sport,23315,24998
1776,2020,Honda,Civic,LX,24889,23998
1777,2018,Honda,Civic,LX,32430,20998
1778,2019,Honda,Civic,Type R Hatchback,66623,34800
1779,2016,Honda,Civic,LX,30752,20998
1780,2020,Honda,Civic,LX,27359,22998
1781,2020,Honda,Civic,LX,27002,22998
1782,2020,Honda,Civic,Sport Hatchback,21503,26998
1783,2019,Honda,Civic,Sport,24393,24998
1784,2018,Honda,Civic,LX,31386,20998
1785,2015,Honda,Civic,LX,91136,16590
1786,2018,Honda,Civic,LX,42931,19900
1787,2019,Honda,Civic,LX,28415,22998
1788,2017,Honda,Civic,EX,28522,22998
1789,2012,Honda,Civic,LX Coupe,205956,6988
1790,2018,Honda,Civic,EX-T Coupe,26929,23998
1791,2021,Honda,Civic,LX,28633,22998
1792,2014,Honda,Civic,LX,103262,14990
1793,2014,Honda,Civic,LX Coupe,124340,13850
1794,2016,Honda,Civic,LX-P Coupe,38151,20590
1795,2019,Honda,Civic,LX,20073,24215
1796,2018,Honda,Civic,LX,51251,19499
1797,2018,Honda,Civic,EX-T,75896,20930
1798,2019,Honda,Civic,EX-L,25238,25998
1799,2009,Honda,Civic,,215705,4200
1800,2020,Honda,Civic,EX-L Hatchback,24063,26998
1801,2004,Honda,Civic,LX,88041,8998
1802,2016,Honda,Civic,EX-T,32549,21998
1803,2012,Honda,Civic,LX,45248,17590
1804,2021,Honda,Civic,LX,28680,23999
1805,2013,Honda,Civic,,38518,18999
1806,2019,Honda,Civic,LX Coupe,110292,13999
1807,2022,Honda,Civic,Sport Touring Hatchback,21975,30998
1808,2020,Honda,Civic,Sport,27206,24998
1809,2012,Honda,Civic,,104219,11999
1810,2013,Honda,Civic,EX-L,116333,14998
1811,2012,Honda,Civic,LX,101113,14590
1812,2015,Honda,Civic,LX,109183,15248
1813,2014,Honda,Civic,EX,107046,15590
1814,2017,Honda,Civic,Si,111146,20895
1815,2014,Honda,Civic,EX,102779,15990
1816,2013,Honda,Civic,EX-L,116333,14998
1817,2012,Honda,Civic,LX,101113,14590
1818,2015,Honda,Civic,LX,109183,15248
1819,2014,Honda,Civic,EX,107046,15590
1820,2017,Honda,Civic,Si,111146,20895
1821,2014,Honda,Civic,EX,102779,15990
1822,2013,Honda,Civic,,97821,15998
1823,2013,Honda,Civic,EX,100177,15998
1824,2015,Honda,Civic,LX,115785,14998
1825,2012,Honda,Civic,EX,88214,14998
1826,2014,Honda,Civic,LX,112795,14998
1827,2014,Honda,Civic,LX,101827,14998
1828,2013,Honda,Civic,LX Coupe,124810,14998
1829,2013,Honda,Civic,LX,124425,13998
1830,2014,Honda,Civic,LX,126710,14998
1831,2007,Honda,Civic,LX Coupe,148200,7995
1832,2013,Honda,Civic,LX,74656,15998
1833,2013,Honda,Civic,LX,74202,15998
1834,2012,Honda,Civic,EX,74485,15998
1835,2016,Honda,Civic,LX,115413,15998
1836,2014,Honda,Civic,LX Coupe,82868,15998
1837,2014,Honda,Civic,LX Coupe,87964,15998
1838,2013,Honda,Civic,Hybrid,98793,15998
1839,2014,Honda,Civic,LX,114885,15998
1840,2016,Honda,Civic,LX,36370,20998
1841,2016,Honda,Civic,EX-T Coupe,93113,18990
1842,2013,Honda,Civic,LX,118342,13599
1843,2012,Honda,Civic,LX,83468,14998
1844,2012,Honda,Civic,LX,96229,14998
1845,2012,Honda,Civic,LX Coupe,107967,13998
1846,2015,Honda,Civic,Si,123790,18998
1847,2012,Honda,Civic,LX Coupe,59760,15998
1848,2016,Honda,Civic,LX,134681,14995
1849,2015,Honda,Civic,EX,70070,16998
1850,2012,Honda,Civic,LX,62099,15998
1851,2015,Honda,Civic,EX-L,97001,16990
1852,2014,Honda,Civic,EX,92255,16998
1853,2013,Honda,Civic,LX,76445,15998
1854,2014,Honda,Civic,EX,72828,16998
1855,2015,Honda,Civic,EX,91679,16998
1856,2014,Honda,Civic,EX,97510,16998
1857,2015,Honda,Civic,LX,81198,16998
1858,2015,Honda,Civic,LX,86099,16998
1859,2020,Honda,Civic,Sport,28206,24998
1860,2009,Honda,Civic,,113965,9350
1861,2012,Honda,Civic,EX Coupe,93488,14998
1862,2019,Honda,Civic,LX,49778,18591
1863,2015,Honda,Civic,EX Coupe,57704,17990
1864,2013,Honda,Civic,,47514,18998
1865,2020,Honda,Civic,LX,33230,22990
1866,2015,Honda,Civic,EX,39821,19998
1867,2016,Honda,Civic,LX,36013,20998
1868,2021,Honda,Civic,Sport Hatchback,24890,27998
1869,2013,Honda,Civic,LX,172100,10500
1870,2018,Honda,Civic,LX,54348,19998
1871,2014,Honda,Civic,EX,72740,17998
1872,2015,Honda,Civic,EX-L,81976,17998
1873,2017,Honda,Civic,EX-T,105345,17998
1874,2016,Honda,Civic,EX,110439,17998
1875,2016,Honda,Civic,EX,108328,17998
1876,2016,Honda,Civic,EX,118192,17998
1877,2016,Honda,Civic,LX,41399,19998
1878,2016,Honda,Civic,LX,88691,17998
1879,2013,Honda,Civic,Si,110873,17998
1880,2014,Honda,Civic,EX,89250,15999
1881,2015,Honda,Civic,LX,55958,17998
1882,2016,Honda,Civic,LX,98621,17998
1883,2017,Honda,Civic,LX,108054,17998
1884,2019,Honda,Civic,LX,31220,23998
1885,2013,Honda,Civic,,50143,18998
1886,2016,Honda,Civic,LX,39544,20990
1887,2016,Honda,Civic,Touring,84565,19990
1888,2017,Honda,Civic,LX,50426,20590
1889,2015,Honda,Civic,Si Coupe,111935,16994
1890,2020,Honda,Civic,Sport,36748,22034
1891,2020,Honda,Civic,Sport Coupe,29698,24998
1892,2017,Honda,Civic,LX,85314,17998
1893,2018,Honda,Civic,LX,98724,17998
1894,2016,Honda,Civic,LX,99966,17998
1895,2015,Honda,Civic,EX Coupe,64970,18590
1896,2016,Honda,Civic,LX,68395,18590
1897,2017,Honda,Civic,LX,85314,17998
1898,2018,Honda,Civic,LX,98724,17998
1899,2016,Honda,Civic,LX,99966,17998
1900,2015,Honda,Civic,EX Coupe,64970,18590
1901,2016,Honda,Civic,EX-T,97960,17995
1902,2016,Honda,Civic,LX,68395,18590
1903,2018,Honda,Civic,Touring,30087,24998
1904,2012,Honda,Civic,LX,120989,13998
1905,2017,Honda,Civic,LX-P Coupe,39830,20998
1906,2017,Honda,Civic,Sport Hatchback,36922,21998
1907,2013,Honda,Civic,EX,57822,17998
1908,2013,Honda,Civic,LX,54540,18998
1909,2018,Honda,Civic,EX-T,32366,23998
1910,2019,Honda,Civic,Sport Hatchback,30305,24998
1911,2020,Honda,Civic,LX,37147,21998
1912,2016,Honda,Civic,EX-T,89615,18998
1913,2019,Honda,Civic,Si Coupe,24947,28998
1914,2018,Honda,Civic,Si,86970,23144
1915,2016,Honda,Civic,EX-T,96444,18998
1916,2016,Honda,Civic,EX-T,92988,18998
1917,2016,Honda,Civic,EX,93998,18998
1918,2016,Honda,Civic,EX,110141,18998
1919,2017,Honda,Civic,EX,125317,18998
1920,2017,Honda,Civic,LX Coupe,79842,18998
1921,2017,Honda,Civic,LX,48251,19990
1922,2016,Honda,Civic,EX,60631,19998
1923,2015,Honda,Civic,,68601,18998
1924,2016,Honda,Civic,,118768,15137
1925,2017,Honda,Civic,LX,85946,18998
1926,2018,Honda,Civic,LX,90283,18998
1927,2016,Honda,Civic,EX-T,97916,18998
1928,2016,Honda,Civic,LX,47325,19998
1929,2016,Honda,Civic,EX,38176,21998
1930,2019,Honda,Civic,LX,38295,21998
1931,2016,Honda,Civic,LX,71156,18998
1932,2017,Honda,Civic,LX,74455,18998
1933,2017,Honda,Civic,LX,68512,18998
1934,2016,Honda,Civic,LX,73093,18998
1935,2016,Honda,Civic,LX,76403,18998
1936,2020,Honda,Civic,Si Coupe,25825,28998
1937,2014,Honda,Civic,Si,126315,17998
1938,2016,Honda,Civic,EX,38176,21998
1939,2019,Honda,Civic,LX,38295,21998
1940,2016,Honda,Civic,LX,71156,18998
1941,2017,Honda,Civic,LX,74455,18998
1942,2017,Honda,Civic,LX,68512,18998
1943,2016,Honda,Civic,LX,73093,18998
1944,2016,Honda,Civic,LX,76403,18998
1945,2020,Honda,Civic,Si Coupe,25825,28998
1946,2016,Honda,Civic,EX,35674,22998
1947,2018,Honda,Civic,EX,43820,20990
1948,2016,Honda,Civic,LX,194236,11995
1949,2012,Honda,Civic,,91380,15589
1950,2021,Honda,Civic,LX,32901,23998
1951,2018,Honda,Civic,LX,38930,21998
1952,2016,Honda,Civic,EX-L,66304,20998
1953,2018,Honda,Civic,LX,51222,19998
1954,2018,Honda,Civic,LX,36104,22998
1955,2018,Honda,Civic,LX,42995,20998
1956,2019,Honda,Civic,Type R Hatchback,34941,39991
1957,2016,Honda,Civic,LX,96019,17998
1958,2016,Honda,Civic,LX,61266,19998
1959,2018,Honda,Civic,LX,62675,19998
1960,2017,Honda,Civic,LX,66036,19990
1961,2017,Honda,Civic,EX,79539,19998
1962,2017,Honda,Civic,EX,80966,19998
1963,2017,Honda,Civic,EX Hatchback,102763,19998
1964,2019,Honda,Civic,EX Hatchback,113824,19998
1965,2017,Honda,Civic,EX-L Hatchback,95166,19998
1966,2017,Honda,Civic,EX-T,105373,19998
1967,2020,Honda,Civic,LX,36877,22998
1968,2021,Honda,Civic,Sport,30292,25998
1969,2018,Honda,Civic,EX-L,92976,19998
1970,2017,Honda,Civic,EX-L,90959,19998
1971,2017,Honda,Civic,EX-T,95344,19998
1972,2016,Honda,Civic,EX-L,99429,19998
1973,2017,Honda,Civic,LX-P Coupe,81695,26299
1974,2020,Honda,Civic,Sport,30375,25998
1975,2020,Honda,Civic,LX,37300,22998
1976,2019,Honda,Civic,LX,37155,22998
1977,2016,Honda,Civic,LX,63333,19998
1978,2020,Honda,Civic,LX,37300,22998
1979,2019,Honda,Civic,LX,37155,22998
1980,2016,Honda,Civic,LX,63333,19998
1981,2019,Honda,Civic,Si,27868,27998
1982,2017,Honda,Civic,EX,37570,22998
1983,2016,Honda,Civic,LX,65676,19998
1984,2018,Honda,Civic,LX Coupe,67304,19998
1985,2018,Honda,Civic,LX,69959,19998
1986,2014,Honda,Civic,EX-L Coupe,69944,19998
1987,2017,Honda,Civic,EX-T,51057,21998
1988,2017,Honda,Civic,EX,70430,19998
1989,2018,Honda,Civic,LX,74656,19998
1990,2016,Honda,Civic,LX,76587,19998
1991,2018,Honda,Civic,LX Hatchback,91850,19998
1992,2017,Honda,Civic,LX,81010,19998
1993,2018,Honda,Civic,LX,47162,20998
1994,2018,Honda,Civic,LX-P Coupe,34312,22998
1995,2015,Honda,Civic,EX,44471,21900
1996,2017,Honda,Civic,LX Coupe,66172,19998
1997,2017,Honda,Civic,LX,68816,19998
1998,2017,Honda,Civic,EX-T,86730,19998
1999,2019,Honda,Civic,LX Hatchback,92021,20819
2000,2016,Honda,Civic,EX,53836,20998
2001,2016,Honda,Civic,EX-L Coupe,55389,20998
2002,2019,Honda,Civic,Sport,39383,22998
2003,2019,Honda,Civic,LX,56013,20998
2004,2018,Honda,Civic,EX,49766,21998
2005,2017,Honda,Civic,EX-L,36745,23998
2006,2018,Honda,Civic,EX,61912,20998
2007,2019,Honda,Civic,Sport,36641,23998
2008,2019,Honda,Civic,LX,55758,20998
2009,2018,Honda,Civic,LX Hatchback,52970,20998
2010,2018,Honda,Civic,EX-L,72143,20998
2011,2016,Honda,Civic,EX-L Coupe,68977,20990
2012,2018,Honda,Civic,EX Hatchback,80327,20998
2013,2019,Honda,Civic,EX Hatchback,113824,20998
2014,2017,Honda,Civic,EX,68705,20998
2015,2016,Honda,Civic,EX,69198,20998
2016,2017,Honda,Civic,EX-T,78248,20998
2017,2018,Honda,Civic,EX,87155,20998
2018,2021,Honda,Civic,LX,36758,23998
2019,2020,Honda,Civic,Sport,33235,24998
2020,2020,Honda,Civic,LX,44539,21998
2021,2018,Honda,Civic,EX,44536,21998
2022,2018,Honda,Civic,Sport Hatchback,76628,20998
2023,2018,Honda,Civic,EX,78887,20998
2024,2018,Honda,Civic,EX Hatchback,83034,20998
2025,2018,Honda,Civic,EX-L Hatchback,95513,20998
2026,2017,Honda,Civic,EX-T,86143,20998
2027,2015,Honda,Civic,Si,108538,20998
2028,2018,Honda,Civic,EX-L Hatchback,34930,24998
2029,2019,Honda,Civic,LX,76940,27699
2030,2019,Honda,Civic,LX,47345,21998
2031,2016,Honda,Civic,LX,45103,21998
2032,2018,Honda,Civic,Sport Hatchback,86068,20998
2033,2022,Honda,Civic,EX,30005,27998
2034,2019,Honda,Civic,Sport,37871,23998
2035,2020,Honda,Civic,EX,50711,21994
2036,2018,Honda,Civic,EX,38133,23998
2037,2016,Honda,Civic,EX-L,49624,21998
2038,2012,Honda,Civic,Si Coupe,59781,20998
2039,2017,Honda,Civic,EX-T Coupe,72075,20998
2040,2020,Honda,Civic,EX Hatchback,42953,24457
2041,2018,Honda,Civic,EX Hatchback,43363,22998
2042,2018,Honda,Civic,EX,51597,21998
2043,2017,Honda,Civic,EX,85800,20998
2044,2017,Honda,Civic,LX,49459,21998
2045,2020,Honda,Civic,LX,53358,21998
2046,2017,Honda,Civic,EX-T,59745,21990
2047,2020,Honda,Civic,LX,54642,21998
2048,2016,Honda,Civic,EX-T,58308,21998
2049,2017,Honda,Civic,Touring,83707,21998
2050,2020,Honda,Civic,Sport,39929,23998
2051,2018,Honda,Civic,LX-P Coupe,45557,22998
2052,2018,Honda,Civic,EX-T,45582,22998
2053,2017,Honda,Civic,EX Hatchback,68832,21998
2054,2018,Honda,Civic,EX Hatchback,71109,21998
2055,2018,Honda,Civic,Si,97657,21998
2056,2017,Honda,Civic,LX,48399,30399
2057,2020,Honda,Civic,LX,55891,21998
2058,2018,Honda,Civic,Sport Hatchback,40875,23998
2059,2019,Honda,Civic,LX,57614,21998
2060,2018,Honda,Civic,EX-T Coupe,46542,22998
2061,2017,Honda,Civic,EX Hatchback,68832,21998
2062,2018,Honda,Civic,EX Hatchback,71109,21998
2063,2018,Honda,Civic,Si,97657,21998
2064,2017,Honda,Civic,LX,48399,30399
2065,2020,Honda,Civic,LX,55891,21998
2066,2018,Honda,Civic,Sport Hatchback,40875,23998
2067,2019,Honda,Civic,LX,57614,21998
2068,2018,Honda,Civic,EX-T Coupe,46542,22998
2069,2017,Honda,Civic,EX Hatchback,64466,21998
2070,2018,Honda,Civic,Si,35156,25998
2071,2020,Honda,Civic,LX,39398,23995
2072,2020,Honda,Civic,Sport,42485,23998
2073,2000,Honda,Civic,EX Coupe,166759,2995
2074,2020,Honda,Civic,LX Hatchback,53133,22998
2075,2019,Honda,Civic,Sport,43521,23998
2076,2018,Honda,Civic,Sport Hatchback,54670,22999
2077,2018,Honda,Civic,Sport Hatchback,52580,22998
2078,2020,Honda,Civic,Sport,39397,24998
2079,2018,Honda,Civic,EX,63041,22495
2080,2022,Honda,Civic,LX,56714,30999
2081,2018,Honda,Civic,EX,58869,22998
2082,2019,Honda,Civic,EX,59251,22998
2083,2018,Honda,Civic,EX-L Hatchback,45004,23998
2084,2018,Honda,Civic,Si,76727,22998
2085,2017,Honda,Civic,EX Hatchback,57981,22998
2086,2020,Honda,Civic,EX,49318,22998
2087,2019,Honda,Civic,Sport,71792,22998
2088,2018,Honda,Civic,Si,73295,22998
2089,2019,Honda,Civic,Sport,80790,22998
2090,2019,Honda,Civic,EX,36036,23589
2091,2018,Honda,Civic,Sport Hatchback,45076,23998
2092,2019,Honda,Civic,Sport,60524,22998
2093,2020,Honda,Civic,Sport,62270,22998
2094,2020,Honda,Civic,LX,60817,23243
2095,2021,Honda,Civic,Type R Hatchback,27350,42998
2096,2015,Honda,Civic,EX,142667,13139
2097,2017,Honda,Civic,Sport Hatchback,57969,22998
2098,2017,Honda,Civic,EX Hatchback,45153,23998
2099,2007,Honda,Civic,Hybrid,122125,8995
2100,2018,Honda,Civic,Touring Coupe,48569,23998
2101,2020,Honda,Civic,Sport,52744,23998
2102,2018,Honda,Civic,EX Hatchback,54899,23998
2103,2020,Honda,Civic,Sport,53359,23998
2104,1996,Honda,Civic,EX Coupe,139500,4500
2105,2020,Honda,Civic,Sport,55707,23998
2106,2018,Honda,Civic,EX,55974,23998
2107,2008,Honda,Civic,LX,181360,7999
2108,2018,Honda,Civic,Sport Touring Hatchback,85256,23998
2109,2018,Honda,Civic,Si,88529,23998
2110,2017,Honda,Civic,Si,68344,23998
2111,2017,Honda,Civic,LX,89633,26299
2112,2012,Honda,Civic,LX Coupe,64897,19995
2113,2019,Honda,Civic,Si Coupe,44453,24999
2114,2020,Honda,Civic,Sport,47375,24990
2115,2018,Honda,Civic,Sport Hatchback,57757,23998
2116,2018,Honda,Civic,EX Hatchback,59168,22998
2117,2019,Honda,Civic,Sport,55592,23998
2118,2022,Honda,Civic,Si,32545,31990
2119,2016,Honda,Civic,EX-L,83121,24900
2120,2019,Honda,Civic,LX,53018,30395
2121,2017,Honda,Civic,Si,64972,23998
2122,2017,Honda,Civic,Si,64972,23998
2123,2020,Honda,Civic,EX Hatchback,44096,25998
2124,2019,Honda,Civic,EX,52442,24998
2125,2018,Honda,Civic,Si Coupe,45098,25998
2126,2021,Honda,Civic,Sport Hatchback,40500,26998
2127,2020,Honda,Civic,Sport Coupe,56334,25154
2128,2020,Honda,Civic,EX,66808,24992
2129,2019,Honda,Civic,Si,73550,24998
2130,2020,Honda,Civic,Sport,57400,24998
2131,2018,Honda,Civic,Sport Touring Hatchback,49977,24998
2132,2020,Honda,Civic,Sport,45713,25998
2133,2019,Honda,Civic,Touring,44167,25998
2134,2019,Honda,Civic,EX-L Hatchback,49040,25998
2135,2018,Honda,Civic,EX-T,48866,25998
2136,2019,Honda,Civic,Sport Hatchback,55925,24998
2137,2019,Honda,Civic,EX-L Hatchback,43968,26998
2138,2019,Honda,Civic,Sport,40691,23589
2139,2019,Honda,Civic,LX,45836,22589
2140,2013,Honda,Civic,Si Coupe,109125,15995
2141,2019,Honda,Civic,EX-L Hatchback,43968,26998
2142,2019,Honda,Civic,Sport,40691,23589
2143,2019,Honda,Civic,LX,45836,22589
2144,2013,Honda,Civic,Si Coupe,109125,15995
2145,2021,Honda,Civic,Sport,57140,25495
2146,2021,Honda,Civic,EX Hatchback,42476,28350
2147,2013,Honda,Civic,LX,87749,14995
2148,2013,Honda,Civic,EX,148949,12995
2149,2019,Honda,Civic,EX,60000,21900
2150,2016,Honda,Civic,EX-T,61829,20309
2151,2006,Honda,Civic,,133039,4495
2152,2017,Honda,Civic,Type R Hatchback,35658,39998
2153,2007,Honda,Civic,,128547,6250
2154,2004,Honda,Civic,LX,141813,5995
2155,2016,Honda,Civic,LX,82871,19900
2156,2019,Honda,Civic,EX,68000,21125
2157,2019,Honda,Civic,Si Coupe,85990,24999
2158,2018,Honda,Civic,Sport Hatchback,73529,21459
2159,2007,Honda,Civic,,130799,4450
2160,2010,Honda,Civic,LX Coupe,125893,15995
2161,2018,Honda,Civic,LX,114999,14995
2162,2018,Honda,Civic,Type R Touring Hatchback,83126,33998
2163,2019,Honda,Civic,Type R Hatchback,51506,36998
2164,2021,Honda,Civic,Sport Hatchback,28648,29218
2165,2009,Honda,Civic,LX Coupe,174082,6524
2166,2019,Honda,Civic,Type R Hatchback,34094,41999
2167,2003,Honda,Civic,EX Coupe,131300,5995
2168,2005,Honda,Civic,DX,155450,4995
2169,2021,Honda,Civic,Sport,42968,25933
2170,2020,Honda,Civic,LX Hatchback,56023,22187
2171,2018,Honda,Civic,Si Coupe,88504,22536
2172,2018,Honda,Civic,Si Coupe,88504,22536
2173,2019,Honda,Civic,Sport,55429,24838
